bus,name,base_kv,type,voltage_pu,angle_deg
705,SS2-4B-PV1-1,33.0,1,0.9967853426933289,29.762468338012695
706,SS2-4B-PV1-2,33.0,1,0.9967860579490662,29.76235008239746
707,SS2-4B-PV2-1,33.0,1,0.9968451857566833,29.763416290283203
708,SS2-4B-PV2-2,33.0,1,0.9968459010124207,29.76329803466797
709,SS2-4B-PV3-1,33.0,1,0.9968306422233582,29.76373291015625
710,SS2-4B-PV3-2,33.0,1,0.9968303442001343,29.763708114624023
711,SS2-4B-PV4-1,33.0,1,0.9969460368156433,29.7611083984375
712,SS2-4B-PV4-2,33.0,1,0.9969480037689209,29.760900497436523
713,SS2-4B-PV5-1,33.0,1,0.9968233108520508,29.760873794555664
714,SS2-4B-PV5-2,33.0,1,0.9968021512031555,29.76115608215332
715,SS2-4B-PV6-1,33.0,1,0.9967924356460571,29.762163162231445
716,SS2-4B-PV6-2,33.0,1,0.9967933297157288,29.76203155517578
717,SS2-5A,33.0,1,1.008428931236267,29.775636672973633
718,SS2-5A-PV1-1,33.0,1,1.0084360837936401,29.775388717651367
719,SS2-5A-PV1-2,33.0,1,1.008436918258667,29.775272369384766
720,SS2-5A-PV2-1,33.0,1,1.0084480047225952,29.775100708007812
721,SS2-5A-PV2-2,33.0,1,1.0084524154663086,29.774728775024414
722,SS2-5A-PV3-1,33.0,1,1.008452296257019,29.77491569519043
723,SS2-5A-PV3-2,33.0,1,1.00845205783844,29.7749080657959
724,SS2-5A-PV4-1,33.0,1,1.008416771888733,29.774688720703125
725,SS2-5A-PV4-2,33.0,1,1.0083926916122437,29.774986267089844
726,SS2-5A-PV5-1,33.0,1,1.0084103345870972,29.774364471435547
727,SS2-5A-PV5-2,33.0,1,1.008410096168518,29.77433967590332
728,SS2-5A-PV6-1,33.0,1,1.0084565877914429,29.77484893798828
729,SS2-5A-PV6-2,33.0,1,1.0084573030471802,29.774730682373047
730,SS2-5B,33.0,1,1.0083421468734741,29.775711059570312
731,SS2-5B-PV1-1,33.0,1,1.0083547830581665,29.77528190612793
